    0.999537123041087217E+00    0.156769908354869449E+04    0.444729621308620835E+03
    0.998183400517962505E+00    0.155878674052285942E+04    0.444783256387977758E+03
    0.100270039153637369E+01    0.138220480975657279E+04    0.444917328913925985E+03
    0.100242754740911200E+01    0.136390316244293490E+04    0.444999328486504737E+03
    0.100102399095059313E+01    0.141294673933085824E+04    0.445412773749214409E+03
    0.100249491024172066E+01    0.138073385364120509E+04    0.445651880925956789E+03
    0.998353229387355712E+00    0.155654654087034169E+04    0.445797333289309449E+03
    0.999612872940381259E+00    0.148288584234261612E+04    0.446135074728064922E+03
    0.100216375252771583E+01    0.138732621031848635E+04    0.446197644013616639E+03
    0.100027247734677793E+01    0.144852611509425515E+04    0.446205490582438813E+03
    0.100221611787845633E+01    0.140129091575994175E+04    0.446332601980978097E+03
    0.998197889077213185E+00    0.160025489601578965E+04    0.446406190794862368E+03
    0.100123187530356650E+01    0.147552343079981165E+04    0.446521057210553636E+03
    0.100198270459762573E+01    0.142482397268023487E+04    0.446599995115422530E+03
    0.100191514862516318E+01    0.139986617406434198E+04    0.446619316696918986E+03
    0.100015666369224721E+01    0.145721604250432893E+04    0.446645923166170803E+03
    0.999353327108257750E+00    0.156153359366051086E+04    0.446714436337189795E+03
    0.100115402831617883E+01    0.141672683586358517E+04    0.446759159144536738E+03
    0.998423419694227987E+00    0.158603271034280328E+04    0.446857604795268969E+03
    0.100071839141068208E+01    0.150296239339233534E+04    0.446897864022536794E+03
    0.999885042295266202E+00    0.147356327624779078E+04    0.446920776966820483E+03
    0.100031510906047272E+01    0.145171380650590527E+04    0.446944264096210645E+03
    0.998434932713374912E+00    0.157253423466516642E+04    0.446947922560329232E+03
    0.100172280578200712E+01    0.143915519996645980E+04    0.446984928192151585E+03
    0.998941704009082554E+00    0.152788737412014325E+04    0.446999823701568232E+03
    0.998500753305278432E+00    0.156506656270445410E+04    0.447007510578097026E+03
    0.100059051913353203E+01    0.144007458089689680E+04    0.447053729493580533E+03
    0.100136972220022069E+01    0.141312586193905395E+04    0.447104274215815110E+03
    0.998956813533990795E+00    0.152879515366282021E+04    0.447167762451088265E+03
    0.999484669326591080E+00    0.149972105639379151E+04    0.447168515477684764E+03
    0.100030776317766401E+01    0.151831243408887894E+04    0.447219500661688755E+03
    0.100141212002144031E+01    0.145741324779372189E+04    0.447225856176920786E+03
    0.100190562669734962E+01    0.141058974561293849E+04    0.447252722112362164E+03
    0.999420055223519288E+00    0.155376361092556795E+04    0.447279466217997594E+03
    0.999396077847736097E+00    0.155442811911201034E+04    0.447302671924077117E+03
    0.100166308153052430E+01    0.143893267316706533E+04    0.447321848210577912E+03
    0.100163397919321073E+01    0.143996366514452075E+04    0.447398033407368132E+03
    0.100160125441799353E+01    0.141139534874663650E+04    0.447408874061051165E+03
    0.100066807213744902E+01    0.143966107632540047E+04    0.447409608921780773E+03
    0.998649139092429694E+00    0.156420710617670625E+04    0.447415499939217113E+03
    0.100073934353155658E+01    0.143691034113108276E+04    0.447428931323240079E+03
    0.100118268452397796E+01    0.146955139243306462E+04    0.447466451212004529E+03
    0.999077353431823023E+00    0.152477199306753664E+04    0.447494414464375552E+03
    0.998709612172818284E+00    0.155740668306251155E+04    0.447501492449290822E+03
    0.998996687964133878E+00    0.156494627887088427E+04    0.447501780268063158E+03
    0.998837062509112750E+00    0.154375148024953523E+04    0.447535005190441439E+03
    0.100077968010545026E+01    0.149411287750790461E+04    0.447539376845447691E+03
    0.100147802102148775E+01    0.144877511575970266E+04    0.447566955547734381E+03
    0.998885845327573962E+00    0.156554340516830507E+04    0.447583406801415492E+03
    0.999823764667209458E+00    0.148335522978656672E+04    0.447616273190687536E+03
    0.999703627303619946E+00    0.153913653841398923E+04    0.447682844014200953E+03
    0.100172553303015688E+01    0.142509326605713522E+04    0.447683316540568512E+03
    0.100130968905770690E+01    0.142070416951023094E+04    0.447721748640448027E+03
    0.998982888027165949E+00    0.153519588101746194E+04    0.447726828774927299E+03
    0.998982888027165949E+00    0.153519588101746194E+04    0.447726828774927299E+03
    0.999344792616482347E+00    0.155148733021766566E+04    0.447731119893695222E+03
    0.100141882005946292E+01    0.145013665317247819E+04    0.447759969079442499E+03
    0.100141882005946292E+01    0.145013665317247819E+04    0.447759969079442499E+03
    0.100115439057521538E+01    0.142574181687856299E+04    0.447797321467678216E+03
    0.999101573774392904E+00    0.152773059577504182E+04    0.447818422067493657E+03
    0.100087648820998543E+01    0.148451980732970037E+04    0.447848167666996289E+03
    0.999812678620179196E+00    0.148651719206681446E+04    0.447850375477251191E+03
    0.100103006539676254E+01    0.143030826486519095E+04    0.447861047566728416E+03
    0.100087878974583933E+01    0.143611688668531406E+04    0.447912600977618638E+03
    0.100060255666205711E+01    0.144745546646082039E+04    0.447946233188620170E+03
    0.100124214544007017E+01    0.142515117534907404E+04    0.447948065565131913E+03
    0.100005456605740095E+01    0.147396550035789824E+04    0.447948724297271269E+03
    0.999897085831092935E+00    0.148298542308017795E+04    0.447971944106577439E+03
    0.100030715327284536E+01    0.146161163581593610E+04    0.448005335316759556E+03
    0.999457518120788646E+00    0.154362500113398801E+04    0.448058531680664089E+03
    0.999230009059342894E+00    0.154899636537380115E+04    0.448103354845337321E+03
    0.999926359632125394E+00    0.152617990406295939E+04    0.448132307299935405E+03
    0.999169607479328703E+00    0.152859589413239883E+04    0.448133090715840922E+03
    0.100140731631838387E+01    0.144246068464398809E+04    0.448186764401534731E+03
    0.100140731631838387E+01    0.144246068464398809E+04    0.448186764401534731E+03
    0.100127852359995395E+01    0.145177466613225624E+04    0.448244513314609549E+03
    0.100127852359995395E+01    0.145177466613225624E+04    0.448244513314609549E+03
    0.100118409166444344E+01    0.145773162825389818E+04    0.448297975570025415E+03
    0.100138209452007731E+01    0.144006146812581937E+04    0.448319493874128455E+03
    0.999616791341770616E+00    0.153493293295451031E+04    0.448322908561477675E+03
    0.100071632766765894E+01    0.144775416824494050E+04    0.448369967494202740E+03
    0.100032937174742065E+01    0.150783893041753936E+04    0.448375426869474552E+03
    0.100113618861726095E+01    0.145958670678265003E+04    0.448378407446245888E+03
    0.100113618861726095E+01    0.145958670678265003E+04    0.448378407446245888E+03
    0.100071527860645060E+01    0.144800669638004001E+04    0.448385444182690492E+03
    0.100071527860645060E+01    0.144800669638004001E+04    0.448385444182690492E+03
    0.999465171293183019E+00    0.151332376674694751E+04    0.448422824254058128E+03
    0.999227930206342263E+00    0.153483193777405404E+04    0.448434602481949184E+03
    0.100094284293348457E+01    0.147157554566795261E+04    0.448452944138946236E+03
    0.999551871788708857E+00    0.153430774249068691E+04    0.448484813004031309E+03
    0.100123818725630676E+01    0.143573543236653131E+04    0.448485049923050894E+03
    0.100070781157723498E+01    0.145002114513605352E+04    0.448505069141085471E+03
    0.100003796427188729E+01    0.148199839967874050E+04    0.448508396865610791E+03
