    0.100067186848207679E+01    0.148803562755022222E+04    0.448517367470803151E+03
    0.100116800851603749E+01    0.143742355017654518E+04    0.448530802927561524E+03
    0.100075717679236198E+01    0.144866045961078021E+04    0.448538149108837615E+03
    0.100001555161223665E+01    0.151821451213101363E+04    0.448543467483525319E+03
    0.999825092905325064E+00    0.149521534776934868E+04    0.448543526553189452E+03
    0.999825092905325064E+00    0.149521534776934868E+04    0.448543526553189452E+03
    0.100116254838138796E+01    0.145266146538799899E+04    0.448563881620907011E+03
    0.100116254838138796E+01    0.145266146538799899E+04    0.448563881620907011E+03
    0.100046078869848576E+01    0.146158860875358914E+04    0.448579623159600203E+03
    0.100069670212182849E+01    0.145263753332788201E+04    0.448639944493512473E+03
    0.100012046040049807E+01    0.147968165464170306E+04    0.448650115402375377E+03
    0.100053667464500551E+01    0.149423111988971004E+04    0.448651680087425802E+03
    0.100081832766946377E+01    0.147598593342160757E+04    0.448654321295115096E+03
    0.100083017499382709E+01    0.144821852786296472E+04    0.448658294956557768E+03
    0.100002005614955047E+01    0.151607271037965165E+04    0.448694493764195954E+03
    0.999453391897566989E+00    0.153009937049307018E+04    0.448700644845140175E+03
    0.100076986677489854E+01    0.145117247476256352E+04    0.448704905438315677E+03
    0.999535803799404432E+00    0.151480847914579431E+04    0.448713569966006503E+03
    0.100078426684620392E+01    0.145129556619814161E+04    0.448734496512323801E+03
    0.100044747015759095E+01    0.149808535139240121E+04    0.448744873085335200E+03
    0.999667588914421756E+00    0.152612694926236054E+04    0.448751859997699853E+03
    0.100087286159616973E+01    0.146962870030594013E+04    0.448763052061733106E+03
    0.100041892266923882E+01    0.146658133539747905E+04    0.448763322804385609E+03
    0.999942998555727103E+00    0.149203338126428093E+04    0.448767401244962969E+03
    0.999561429632642051E+00    0.151487758868597939E+04    0.448779122259897918E+03
    0.100101453881765989E+01    0.145719317108356336E+04    0.448784611844149026E+03
    0.999610117163655776E+00    0.151213383006034769E+04    0.448805941395395166E+03
    0.100089523276069015E+01    0.146637032101104251E+04    0.448814835829570427E+03
    0.100061108046109681E+01    0.145963246661223070E+04    0.448829499503607053E+03
    0.100061028488573234E+01    0.148570984960603187E+04    0.448834074349724176E+03
    0.999825065618114683E+00    0.152020685606910547E+04    0.448836753832911086E+03
    0.999835937149585074E+00    0.150034220674380413E+04    0.448839795439120223E+03
    0.100079703476336590E+01    0.147278144814034999E+04    0.448844273852200502E+03
    0.100086301493309371E+01    0.146707994075457145E+04    0.448865663151392994E+03
    0.100063380752013731E+01    0.147687244654729875E+04    0.449054242863702484E+03
    0.100052615411844625E+01    0.147427311047993112E+04    0.449142126264907688E+03
    0.100029677623348823E+01    0.149597208661305967E+04    0.449141411592015459E+03
    0.100072495521885418E+01    0.146669605403422679E+04    0.449056881773347527E+03
    0.100006807438264222E+01    0.150066926074562639E+04    0.449206319647018745E+03
    0.100036747349319710E+01    0.147815590287857822E+04    0.449116306221228569E+03
    0.999769087862689254E+00    0.151218505610966758E+04    0.449061345602388883E+03
    0.100037393495207927E+01    0.147467286271937905E+04    0.449026297240694817E+03
    0.100046653237254146E+01    0.147247809080185220E+04    0.449080003430960915E+03
    0.100053096084288384E+01    0.147461833800896670E+04    0.449144854053725396E+03
    0.999984807456955060E+00    0.150360031423477790E+04    0.449184399587883206E+03
    0.100074958356618682E+01    0.147052669574410106E+04    0.448995910566008490E+03
    0.100020874062433807E+01    0.148287414993421771E+04    0.449025558646417835E+03
    0.999634486777410070E+00    0.152192556076735173E+04    0.448903120905898788E+03
    0.100055776544741137E+01    0.146990513821427407E+04    0.449093617959058747E+03
    0.100066415660079699E+01    0.147250798287343719E+04    0.449078120196313193E+03
    0.100086314672712695E+01    0.145295757658204684E+04    0.448874074887075494E+03
    0.100032693483990776E+01    0.148740474033321038E+04    0.449204037907671818E+03
    0.100032693483990776E+01    0.148740474033321038E+04    0.449204037907671818E+03
    0.999807615909894976E+00    0.151527537128296854E+04    0.449035485647227802E+03
    0.100066713588068645E+01    0.147184475852970945E+04    0.449080935463993512E+03
    0.100062239440702294E+01    0.147411108735958601E+04    0.449103876742079194E+03
    0.100018240900595567E+01    0.149929271210852357E+04    0.449196654080784242E+03
    0.999990078874091748E+00    0.151243046477228654E+04    0.448974744888430962E+03
    0.100059221441412127E+01    0.147752936088777869E+04    0.449098162184173646E+03
    0.999848330917956662E+00    0.151013716780300047E+04    0.449114136742456935E+03
    0.100059804895665083E+01    0.146870582346902597E+04    0.449090610622168981E+03
    0.100059804895665083E+01    0.146870582346902597E+04    0.449090610622168981E+03
    0.100085301109956948E+01    0.145327644196071992E+04    0.448877564901620929E+03
    0.100033922653494933E+01    0.148187266064849450E+04    0.449163834118398654E+03
    0.100033922653494933E+01    0.148187266064849450E+04    0.449163834118398654E+03
    0.100056013570731972E+01    0.148355122332008114E+04    0.449023582127992427E+03
    0.999714763448643740E+00    0.151531823003389582E+04    0.449015491852484331E+03
    0.100044557549279922E+01    0.147164491399042754E+04    0.449031816728192325E+03
    0.100029437104428687E+01    0.148028648459648844E+04    0.449082545375728841E+03
    0.100003496889061960E+01    0.150297207572636967E+04    0.449199396905507797E+03
    0.999694312855191058E+00    0.151836561195571994E+04    0.448976324064417554E+03
    0.100074738926304185E+01    0.146061406765055949E+04    0.448999849514901541E+03
    0.100060175764804304E+01    0.146253841589343938E+04    0.448934545679051666E+03
    0.100013775807988359E+01    0.148404589562754472E+04    0.448922192752661658E+03
    0.100044323782870070E+01    0.147610517785486059E+04    0.449137109109326389E+03
    0.100055101902277044E+01    0.147972422426429898E+04    0.449115057863031893E+03
    0.100035449556674028E+01    0.147778869712296591E+04    0.449092757562060683E+03
    0.100035449556674028E+01    0.147778869712296591E+04    0.449092757562060683E+03
    0.100011673715591609E+01    0.148777175030497392E+04    0.449019710754872108E+03
    0.100014448936509526E+01    0.148366281843999377E+04    0.448921701311865263E+03
    0.100012762214294781E+01    0.149268252742036066E+04    0.449161642503798248E+03
    0.100012762214294781E+01    0.149268252742036066E+04    0.449161642503798248E+03
    0.100076234669852204E+01    0.146760147410528975E+04    0.449019251541273377E+03
    0.999964115298155098E+00    0.150878162028340557E+04    0.449130664164054338E+03
    0.100015960238283030E+01    0.150622695873952262E+04    0.448995479110131555E+03
    0.100027621139851330E+01    0.149640419631653504E+04    0.449157271812216891E+03
    0.100027621139851330E+01    0.149640419631653504E+04    0.449157271812216891E+03
    0.100053517328114094E+01    0.148922580166333933E+04    0.448889041231562544E+03
    0.100008909226215104E+01    0.150054677639248894E+04    0.449210633595495437E+03
