    0.209290630817413348E+01    0.157575178146362305E+04   -0.164244330505664758E+08   -0.391195633965034517E+01    1
    0.207044744491577148E+01    0.176472598314285278E+04   -0.162216189053286649E+08   -0.393195633965034208E+01    1
    0.203897160887718210E+01    0.193206852674484253E+04   -0.155320790652445778E+08   -0.395195633965034165E+01    1
    0.201119650602340716E+01    0.167460232973098755E+04   -0.135218696617351193E+08   -0.397195633965034300E+01    1
    0.199125942587852478E+01    0.186962091922760010E+04   -0.134040279195971061E+08   -0.399195633965034391E+01    1
    0.204551561474800092E+01    0.106120169162750244E+04   -0.129167106698233467E+08   -0.401195633965034215E+01    1
    0.197303021550178537E+01    0.181264197826385498E+04   -0.125513178464179821E+08   -0.403195633965034173E+01    1
    0.200970435738563546E+01    0.137514001131057739E+04   -0.125512609728414696E+08   -0.405195633965034396E+01    1
    0.198372507095336914E+01    0.152533000707626343E+04   -0.120926047561853528E+08   -0.407195633965034443E+01    1
    0.196477299332618727E+01    0.138825613260269165E+04   -0.111002559176122062E+08   -0.409195633965034400E+01    1
    0.193153837919235238E+01    0.137719780206680298E+04   -0.100626674961503558E+08   -0.411195633965034357E+01    1
    0.191434291005134583E+01    0.143050026893615723E+04   -0.968316071086512879E+07   -0.413195633965034226E+01    1
    0.192134206891059889E+01    0.126707112789154053E+04   -0.953446500519326329E+07   -0.415195633965034450E+01    1
    0.187899098992347735E+01    0.153864711523056030E+04   -0.891708471452941187E+07   -0.417195633965034762E+01    1
    0.186212274432182312E+01    0.175165027379989624E+04   -0.888617903528483957E+07   -0.419195633965034720E+01    1
    0.188069049119949350E+01    0.131401842832565308E+04   -0.852355062616969831E+07   -0.421195633965034677E+01    1
    0.177438638806343096E+01    0.185556501150131226E+04   -0.682880783915287629E+07   -0.423195633965034279E+01    1
    0.178486521244049090E+01    0.163382953405380249E+04   -0.672897577038641460E+07   -0.425195633965034059E+01    1
    0.175891777276992789E+01    0.129638731479644775E+04   -0.571539292058226373E+07   -0.427195633965034727E+01    1
    0.173756386041641253E+01    0.130109483003616333E+04   -0.530926973667532206E+07   -0.429195633965034329E+01    1
    0.173878535032272330E+01    0.122877454757690430E+04   -0.525688256085431576E+07   -0.431195633965034109E+01    1
    0.168644128441810626E+01    0.165049648284912109E+04   -0.475823215195106808E+07   -0.433195633965034244E+01    1
    0.163916736245155326E+01    0.190114557743072510E+04   -0.418637138908799412E+07   -0.435195633965034201E+01    1
    0.163395774364471436E+01    0.178551638126373291E+04   -0.399671870799705572E+07   -0.437195633965034336E+01    1
    0.164501182436943072E+01    0.103438246250152588E+04   -0.356720964883740107E+07   -0.439195633965034649E+01    1
    0.163864611387252812E+01    0.107558280229568481E+04   -0.350427249866558705E+07   -0.441195633965034784E+01    1
    0.163261057138443011E+01    0.103331345319747925E+04   -0.339448638810437592E+07   -0.443195633965034474E+01    1
    0.160595924854278582E+01    0.151406675577163696E+04   -0.335720708175622206E+07   -0.445195633965034343E+01    1
    0.159451533555984515E+01    0.170051956176757812E+04   -0.333217795420032367E+07   -0.447195633965034745E+01    1
    0.159441398382186894E+01    0.105359011888504028E+04   -0.291040501291948557E+07   -0.449195633965034435E+01    1
    0.157220664024353018E+01    0.143677371740341187E+04   -0.285954202643997595E+07   -0.451195633965034482E+01    1
    0.154205294847488394E+01    0.153569340705871582E+04   -0.255325456816229271E+07   -0.453195633965034705E+01    1
