1.258925411794167459e+01 1.113545696998764420e-02 5.000000000000000240e-05 9.194050687560682000e-01
1.173242414777767983e+01 1.111393486198166553e-02 5.000000000000000240e-05 8.276718647316418931e-01
1.093391038847838992e+01 1.109193977581056541e-02 5.000000000000000240e-05 7.713401668788690824e-01
1.018974381401993945e+01 1.107202792194215968e-02 5.000000000000000240e-05 7.188424282534210397e-01
9.496225531971552059e+00 1.109916901264990791e-02 5.000000000000000240e-05 6.699177079655663780e-01
8.849908398088802031e+00 1.114130157885597286e-02 5.000000000000000240e-05 6.243228248731343966e-01
8.247579882225284820e+00 1.118416884792504049e-02 5.000000000000000240e-05 5.818311488455332192e-01
7.686246100397736036e+00 1.118709919919174366e-02 5.000000000000000240e-05 5.422314742948920463e-01
7.163116933635500949e+00 1.119927808236799438e-02 5.000000000000000240e-05 5.053269703751598341e-01
6.675592159647417034e+00 1.121858122032649320e-02 5.000000000000000240e-05 4.709342026310777141e-01
6.221248528373344300e+00 1.112063021909850610e-02 5.000000000000000240e-05 4.388822212341409457e-01
5.797827717179136364e+00 1.116029848248243153e-02 5.000000000000000240e-05 4.090117112736142424e-01
5.403225105826115815e+00 1.116497189299823362e-02 5.000000000000000240e-05 3.811742008791086378e-01
5.035479315420919200e+00 1.110997278956554410e-02 5.000000000000000240e-05 3.552313232386392627e-01
4.692762459348836401e+00 1.106754247259483966e-02 5.000000000000000240e-05 3.310541288440869145e-01
4.373371057732745371e+00 1.104004384174517642e-02 5.000000000000000240e-05 3.085224445455019282e-01
4.075717570257833877e+00 1.098005450565289406e-02 5.000000000000000240e-05 2.875242762284366260e-01
3.798322505275872008e+00 1.094701176116214154e-02 5.000000000000000240e-05 2.679552521453385516e-01
3.539807065967156774e+00 1.101960052735699580e-02 5.000000000000000240e-05 2.497181041340217345e-01
3.298886297007827206e+00 1.108048176644029284e-02 5.000000000000000240e-05 2.327221841446385775e-01
3.074362697677880618e+00 1.115723727762801300e-02 5.000000000000000240e-05 2.168830136720234780e-01
2.865120269663780306e+00 1.118524271937912720e-02 5.000000000000000240e-05 2.021218638538747336e-01
2.670118969970130873e+00 1.116054581902405606e-02 5.000000000000000240e-05 1.883653641476221441e-01
2.488389541368535962e+00 1.110672228660293352e-02 5.000000000000000240e-05 1.755451376409130626e-01
2.319028694688304526e+00 1.097175567999340851e-02 5.000000000000000240e-05 1.635974611830256775e-01
2.161194619002484885e+00 1.096251706104475754e-02 5.000000000000000240e-05 1.524629486478794871e-01
2.014102797392545607e+00 1.105954591664397302e-02 5.000000000000000240e-05 1.420862557543023652e-01
1.877022107493879766e+00 1.107616193612154763e-02 5.000000000000000240e-05 1.324158049763521638e-01
1.749271187439841890e+00 1.098251232314717205e-02 5.000000000000000240e-05 1.234035291763552200e-01
1.630215049141168659e+00 1.091035659430259971e-02 5.000000000000000240e-05 1.150046326864024443e-01
1.519261922067037140e+00 1.102626528776732423e-02 5.000000000000000240e-05 1.071773686507219714e-01
1.415860311839725050e+00 1.108018223378465922e-02 5.000000000000000240e-05 9.988283152223695338e-02
1.319496259022562956e+00 1.093840581736593189e-02 5.000000000000000240e-05 9.308476368189343153e-02
1.229690784475938159e+00 1.087226836868246914e-02 5.000000000000000240e-05 8.674937521955322639e-02
1.145997508583456614e+00 1.093483660882026663e-02 5.000000000000000240e-05 8.084517598068108324e-02
1.068000432514575548e+00 1.080837640605356725e-02 5.000000000000000240e-05 7.534281904400562391e-02
9.953118704954455609e-01 1.086024054985870735e-02 5.000000000000000240e-05 7.021495485215155374e-02
9.275705228102727462e-01 1.085166347611564268e-02 5.000000000000000240e-05 6.543609527020879946e-02
8.644396799550276844e-01 1.077553569522354121e-02 5.000000000000000240e-05 6.098248689653119892e-02
8.056055490172104872e-01 1.078004093286922399e-02 5.000000000000000240e-05 5.683199299605340427e-02
7.507756939629207649e-01 1.078510761435865287e-02 5.000000000000000240e-05 5.296398346928024581e-02
6.996775820786500510e-01 1.079229068236922488e-02 5.000000000000000240e-05 4.935923231002967149e-02
6.520572293428613664e-01 1.080013543981332529e-02 5.000000000000000240e-05 4.599982204224844357e-02
6.076779379941531500e-01 1.081752315094829629e-02 5.000000000000000240e-05 4.286905466089595967e-02
5.663191200210694332e-01 1.083440679995647214e-02 5.000000000000000240e-05 3.995136863423093959e-02
5.277752007256912847e-01 1.085318639919904959e-02 5.000000000000000240e-05 3.723226155495666656e-02
4.918545969111561278e-01 1.087242978488951392e-02 5.000000000000000240e-05 3.469821805576264045e-02
4.583787646141659899e-01 1.089193704506729449e-02 5.000000000000000240e-05 3.233664263096513308e-02
4.271813116492259588e-01 1.091171262669658401e-02 5.000000000000000240e-05 3.013579703033439014e-02
3.981071705534972027e-01 1.093171279578060776e-02 5.000000000000000240e-05 2.709534273212324540e-02
